职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
【热招】专利法务(海外方向),小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 熟悉互联网及AI行业，基于管理和业务需要，结合行业专利及开源领域的风险研判，架构并完善海外的专利策略和专利布局工作；
2. 推进小红书海外专利的运营、收储和专利许可及风控工作；
3. 推进专利海外流程建设和海外专利合作伙伴管理；
4. 支持应对海外专利争议解决；
5. 完成其他与专利相关的工作事项。","1. 3年以上专利工作经验，对于专利全生命周期实务管理和价值实现有深刻洞察；
2. 律所或专利审查机关的专职工作经验，撰写过软件领域的专利申请，通过专利代理人资格考试；具有互联网/软件企业专利工作经验和/或通过法律职业资格考试者优先；
3. 熟悉专利法律和相关法规，具备优秀的技术理解能力、专利检索和分析能力，有美国或欧洲专利实务工作经验，具备美国或欧洲专利律师或专利代理师资质优先；
4. 流利的英语阅读能力，能够无碍地进行英文论文和英文专利的解读；
5. 思路清晰、表达严谨、具有较强的书面表达能力、人际沟通能力及项目管理能力；
6. 能够处理多线程工作，积极拥抱变化，踏实稳重、有主动学习和工作的积极精神。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18391
【热招】专利法务,小红书,,"北京市,上海市",本科及以上,5-10年,,"1. 熟悉互联网行业，基于管理和业务需要，结合行业专利及开源领域的风险研判，完善专利布局布局工作；
2. 推进小红书专利的运营、收储和专利许可及风控工作；
3. 协同技术团队进行高效专利挖掘，主导专利的申请；
4. 推进流程优化和中台建设、优化合作伙伴管理；
5. 应对专利争议解决；
6. 完成其他与专利相关的工作事项。","1. 5年以上专利工作经验，对于专利全生命周期实务管理和价值实现有深刻洞察；
2. 律所或专利审查机关的专职工作经验，撰写过软件领域的专利申请，通过专利代理人资格考试；具有互联网/软件企业专利工作经验和/或通过法律职业资格考试者优先；
3. 熟悉专利法律和相关法规，具备优秀的技术理解能力、专利检索和分析能力；
4. 思路清晰、表达严谨、具有较强的书面表达能力、人际沟通能力及项目管理能力；
5. 能够处理多线程工作，积极拥抱变化，踏实稳重、有主动学习和工作的积极精神。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18392
【热招】社区法务BP,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 业务支持：为社区内容生态、用户运营及产品迭代提供全流程法律解决方案。
2. 合规管理：主导制定社区内容安全、隐私保护、UGC版权等场景的合规策略与执行标准。
3. 风险防控：识别社区舆情、用户纠纷及政策变动衍生的法律风险，推动业务闭环整改。
4. 规则建设：设计社区治理规则体系（如用户协议、社区公约、创作者规范）并推动落地。","1. 业务洞察：能快速理解社区产品逻辑、用户生态及行业监管动态，预判合规缺口。
2. 协同能力：高效联动审核、运营、产品团队，推动法律诉求转化为业务动作。
3. 沟通能力：能用非法律语言向业务方解读复杂法规，并说服管理层采纳风控建议。
4. 创新解决：针对新型社区争议（如AI生成内容、虚拟资产）设计创新型合规路径。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18792
【热招】金融合规法务,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 法规研究与政策解读
- 跟踪和研究人民银行、国家金融监督管理总局、外汇管理局、网信办等监管机构发布的相关法律、法规和政策。
- 解读监管新规，评估其对公司业务的影响，并提出应对建议。
2. 合规管理体系建设
- 参与建立并完善公司合规管理制度，包括反洗钱、支付合规、数据安全与客户资金管理等领域。
- 负责对业务部门进行合规审查和风险提示，确保新产品、新业务在合规框架内落地。
3. 合同与法务支持
- 对公司金融业务相关的合同、协议、合作方案提供法律审查意见。
- 为公司内部提供合规、法律培训与咨询支持。","1. 法律基础：熟悉金融领域法律法规，持有法律职业资格证。
2. 风险识别：能独立完成金融产品合规性评估，精准识别业务模式中的合规漏洞。
3. 合同能力：熟练起草/审核金融类合作协议、用户协议等法律文件。
4. 行业认知：深度理解互联网平台金融业务逻辑及技术应用场景。
5. 敏捷响应：适应业务快速迭代，高效输出可落地的合规解决方案。
6. 沟通协作：强跨部门推动力，能将合规要求转化为业务语言。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18393
【热招】数据隐私合规,小红书,,"上海市,北京市,深圳市,香港特别行政区",本科及以上,3-5年,,"1. 合规体系：主导建立覆盖数据采集、传输、存储等全生命周期合规管理体系，满足GDPR/CCPA等法规要求。
2. 产品合规：将隐私设计（Privacy by Design）嵌入产品技术架构，确保新功能上线前无合规风险。
3. 风险治理：海外及国内隐私合规风险评估及治理，识别出风险并给出风险分析及可落地的治理方案。
4. 机制建立：AI合规洞察，风险分析及合规框架、流程、机制的搭建和落地。","1. 法规硬核力：精通GDPR、CCPA、中国个保法及跨境数据传输规则，持有CIPP/E或CIPT证书。
2. 技术理解力：能解读数据架构图，精准定位合规漏洞。
3. 数据驱动洞察：理解用户画像、个性化推荐等业务场景下的隐私合规平衡点。
4. 跨域整合力：强推产品、研发、算法团队落实隐私设计要求。
5. 背景领域：流利的英文口语能力和书面写作能力，法学/计算机本科+法律职业资格证，3年以上互联网数据合规实操经验。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/14331
【热招】法务BP,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 合规体系： 跟进法律政策监管动向，进行全面法律支持，开展专项调研，制定合规业务落地方案；
2. 业务支持： 深度参与产品设计、合同审核、数据应用，提供可落地的法律解决方案；
3. 风险应对： 参与业务谈判及合同相关争议解决，高效处理业务相关的投诉、纠纷等；
4. 业务协同： 为业务团队提供清晰法律支持与培训，推动跨部门协作。","1. 法学背景，熟悉互联网行业，了解核心法规；
2. 具备严谨的逻辑判断和分析能力，具有团队协作性，能够全面理解业务所需的法律支持及风控要点；
3. 良好的沟通能力、执行能力，主动学习的自驱力和好奇心，能快速有效完成工作并及时进行总结，对重大项目的处理支持有独立判断。",1,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18476
游戏创作者运营（休闲游戏）,小红书,,上海市,本科及以上,1-3年,,"1、负责休闲游戏的创作者运营，为作者规模和标杆作者打造负责
2、能够结合平台需求与竞争优势，找到突破机会，打造创作者圈层心智，创造良好的创作氛围
3、有良好的活动策划能力，能为创作者和游戏IP策划并落地有影响力的活动
4、通过运营数据分析，发现当前问题，实现消费规模持续增长","1、本科及以上学历，1年及以上内容运营相关工作经验
2、深度游戏爱好者，对休闲竞技、模拟经营、女性向其中至少一类游戏精通
3、有策略规划能力，为结果负责
4、责任心强，交付效率高，思维活跃，能够做到对工作积极主动",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/19078
直播用户功能产品经理,小红书,,"深圳市,北京市",本科及以上,3-5年,,"1、负责直播类产品框架的功能迭代和策略设计，精细化的满足社区用户或主播在直播场景的观播、互动、粉丝留存需求
2、对于负责的核心场景页面，全局最优的设计产品框架逻辑，结合AI能力探索改善用户需求的播放和开播体验，推动AI技术在直播领域的创新应用与落地，打造更有趣、高互动、个性化的直播互动玩法和主播工具
3、与技术、设计、算法团队密切协作，推动产品优化和策略落地，对直播消费互动体验负责","1、C端产品经验、善于代入用户视角感受和构思产品
2、有足够的产品视野，可在复杂系统中辩证看待决策项，深度直播用户优先
3、自驱且思辨，是以产品owner身份创作产品而非机械执行命令
4、有责任心、对帮助用户保有热情、具备一定抗压能力",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/19077
资深后端工程师,小红书,,"北京市,上海市",本科及以上,5-10年,,"我们正在寻找一位具备深厚技术能力与内容安全风险洞察力的资深架构师，负责小红书内容安全平台的架构规划与落地实施工作。您将主导关键系统的技术选型与设计，构建高可用、高扩展的技术体系，支撑亿级用户规模下的内容安全风险域决策与实时响应。
具体职责包括：
	1.	主导内容安全平台的全域架构规划，包括规则引擎、决策引擎、实时计算、模型服务化等核心模块的架构设计与技术选型；
	2.	构建支持安全策略快速演进、模型AB实验、通用灵活多场景配置的技术平台；
	3.	设计百亿级数据毫秒级响应的实时决策架构，优化流批一体、内存计算等关键路径，解决高并发性能瓶颈；
	4.	推动规则引擎与AI模型的融合，升级决策引擎架构；熟知策略生命周期管理与特征分析推荐的加工与生产逻辑；
	5.	制定技术架构质量标准，建设全链路监控、混沌工程、智能压测等稳定性保障体系，确保服务高可用性。","1.	具备5年以上风控/内容安全领域系统架构设计经验，主导过亿级用户的安全系统建设；
2.	深入理解风控核心架构组件，如规则引擎（脚本语言等）、特征工程平台、模型服务化（MLOps）、决策流编排等；
3.	精通微服务、分布式架构及实时数据处理技术，具备Flink/Spark、Kubernetes等平台的实战经验；
4.	熟练掌握Java/Python语言体系，熟悉kafka等通用中间件，有大数据处理与AI工程化部署架构设计能力。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19072
资深AI引擎工程师,小红书,,"北京市,上海市",本科及以上,5-10年,,"我们正在寻找一位具备深厚技术能力，有志于在内容安全领域持续深耕的资深工程师，负责小红书内容安全平台的架构设计和开发，将内容安全平台与AI深度结合，利用AI能力重构内容安全审核模式，支撑亿级用户规模下内容安全工程链路建设。

具体职责包括：
1、负责内容安全各类场景化Agent的后端开发，支持AI系统架构搭建
2、负责内容安全模型平台的功能开发和稳定性保障，高质量系统开发，包含亿级DAU产品的数据流，运营系统、审核系统等平台开发
3、持续探索AI在内容安全场景的应用，利用AI能力增强内容安全能力，提升工程效率","1. 本科及以上学历，计算机相关专业，5年以上分布式系统开发相关经验
2. 精通Java/Python/Go至少一门语言，具备框架调优经验
3. 熟练掌握RAG、Agent、Workflow等核心方法
4. 深入理解大模型技术栈（GPT/LLaMA等），有微调经验更佳
5. 熟悉LangChain、Llamiandex等大模型开发框架，了解主流AI工具链",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19073
Android开发工程师-国际化创新,小红书,,"北京市,上海市",本科及以上,不限,,"1、负责小红书海外创新项目安卓研发，包括但不限于工程架构、核心产品迭代并编写高质量代码；
2、参与业务架构设计和优化，代码Review，性能优化和质量把控；
3、和产品经理，设计师，数据分析师配合，深度参与手机产品需求讨论，功能定义；
4、承担重点、难点的技术攻坚。发掘当前系统的缺陷与优化点，并推进完成改进/改造","1、大学本科或以上学历，计算机相关专业，3年以上安卓相关经验；
2、对互联网产品发充满热情，有较强的学习能力，好奇心和积极向上的心态；
3、熟悉对应的编程语言，深入了解主流业务架构、有过大型APP架构设计经验或重构经验者加分
4、深入理解安卓 底层原理，熟悉操作系统、内存管理、网络通信等计算机基础知识
5、代码基本功扎实，对数据结构及算法有一定程度的理解，良好的面向对象化编程思想，熟练运用常见设计模式；
6、抗压能力强，具备良好的沟通表达能力和团队合作精神；
7、有海外项目经验者优先，对海外法规熟知、精通多国家产品架构者优先",2,袁庆芳,,,,,https://hunter.xiaohongshu.com/position-detail/18492
保密岗位,小红书,,"北京市,上海市,杭州市",本科及以上,不限,,-,-,1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/18004
增长投放运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1. 负责小红书app在信息流投放渠道/厂商渠道的投放运营工作，对业务结果负责，能对投放数据进行有效分析，快速调整策略，持续优化成本和ROI
2. 对行业厂商打法熟悉了解，能结合小红书本身的产品特色找出厂商生态等更多合作机会促进delta DAU增长
3. 熟悉媒体商业化能力，掌握常规商业化工具用法，并结合策略应用到日常运营中；了解流量流转等问题，提高钱效
4. 监测行业动态，与媒体保持良好沟通，充分利用媒体资源和工具，提升投放效果
5. 具有行业视角，能不断探索新的用户增长玩法","1. 2年以上渠道运营经验，熟悉各大媒体的特点和属性
2. 敏锐的数据洞察能力，能结合策略规划/分析能力推动产品能力迭代；借助研发能力，提高运营效率
3. 有亿级投放预算经验优先
4. 统招本科及以上学历，有社区/内容类产品渠道运营经验优先",1,Rosie,,,,,https://hunter.xiaohongshu.com/position-detail/19037
创作发布产品经理,小红书,,"上海市,北京市,深圳市",本科及以上,3-5年,,"1. 负责小红书视频发布场景的产品建设，充分洞察视频用户在社区发布的痛点，梳理视频工具落地方向和动作；
2.具备一定的AI产品能力，积极探索AI场景下的视频解析，推动智能封面&章节生成和AI诊断等能力的落地，提高视频的发布和生产效率
3. 对视频发布全链路的用户体验负责，深入研究视频创作工具的在视频发布的应用场景，把控基础的体验原则和优化升级；
4.负责小红书创作者经营工具的建设，为创作者提供灵感、数据等各类创作经营工具，提升整体平台的使用体验","1. 有3年+以上的发布相关建设经验，在工具链路、体验、创新上有经验积累；
2. 有内容产品平台相关经验，对于小红书社区和用户有了解，能够感知到社区的内容趋势和调性，能够基于内容和用户需求对工具进行定制优化；
3. 自我驱动力、探索意识强，有创新意识，对视频创作具有充分理解，有落地相关产品项目经验更佳；
4. 对数据有敏感度与分析能力，能独立完成一个方向，良好的产品设计基本功，推动业务增长",1,王国健,,,,,https://hunter.xiaohongshu.com/position-detail/18856
java后端开发工程师-IT,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责IT基建底层信息化服务、企业级CMDB、企业内部管理平台的整体架构设计和研发，参与应用架构与数据架构的规划落地，制定清晰的架构演进路线图；
2、负责跨系统领域建模，深度参与系统全生命周期建设，负责方案设计、技术选型及研发落地等核心环节；
3、持续迭代优化平台的性能、稳定性和可扩展性，解决研发过程中遇到的关键技术难点和线上问题，以高效率和高质量产出，促进研发规范落地；
4、关注行业前沿技术动态，将合适的技术方案应用到各系统，持续提升平台核心竞争力。","1、本科及以上学历，计算机相关专业，3年以上Java实际项目开发经验，具备ToB系统研发经验，或CMDB、主数据管理平台相关研发经验者优先；
2、扎实的Java编程基础，具备扎实的分布式系统开发经验和良好的数据建模能力；
3、善于进行业务建模与抽象，有企业主数据系统/CMDB等系统落地的成功经验者优先；
4、熟悉数据治理工具、元数据管理平台优先；
5、具备良好的需求理解能力、逻辑思维能力和问题解决能力，能够独立承担模块研发任务；
6、具备良好的沟通表达能力、团队协作精神，以及较强的学习能力和责任心。",1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18987
流存储引擎/消息队列专家,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1、主导流存储引擎的研发与优化工作，构建一流的数据基础设施，满足AI+BI对数据Infra不断增长的需求。
2、紧跟业界新思路，推动流存储技术选型与创新，落地具有行业影响力的业务成果。
3、和开源社区保持沟通合作，提升团队和个人在业界的影响力。","1、计算机或相关专业本科及以上学历，有扎实的计算机基础和算法数据结构功底，对技术有好奇心；
2、熟悉消息队列产品（RabbitMQ/RocketMQ/Pulsar/ActiveMQ/ZeroMQ/MetaMQ等）原理者优先；
3、熟悉主流的大数据存储产品（Kafka/HDFS/HBase/Alluxio/Fluss），有开源项目开发经验尤佳；
4、有 Kafka 大规模生产经验者优先；
5、具备良好的沟通和团队协作能力，做事主动积极负责任，有技术热情和激情面对挑战。",2,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/18985
